0.0	2108.0
1.0	414.0
2.0	720.0
3.0	534.0
4.0	212.0
5.0	1196.0
6.0	1693.0
7.0	641.0
8.0	1246.0
9.0	985.0
10.0	846.0
11.0	669.0
12.0	284.0
13.0	1766.0
14.0	606.0
15.0	549.0
16.0	750.0
17.0	1269.0
18.0	285.0
19.0	1057.0
20.0	109.0
21.0	484.0
22.0	396.0
23.0	1010.0
24.0	547.0
25.0	497.0
26.0	546.0
27.0	402.0
28.0	557.0
29.0	467.0
30.0	385.0
31.0	589.0
32.0	250.0
33.0	86.0
34.0	436.0
35.0	219.0
36.0	778.0
37.0	346.0
38.0	198.0
39.0	204.0
40.0	292.0
41.0	419.0
42.0	220.0
43.0	749.0
44.0	142.0
45.0	244.0
46.0	400.0
47.0	689.0
48.0	589.0
49.0	187.0
50.0	848.0
51.0	456.0
52.0	79.0
53.0	307.0
54.0	147.0
55.0	287.0
56.0	193.0
57.0	195.0
58.0	262.0
59.0	316.0
60.0	312.0
61.0	575.0
62.0	186.0
63.0	457.0
64.0	82.0
65.0	57.0
66.0	199.0
67.0	167.0
68.0	311.0
69.0	289.0
70.0	145.0
71.0	280.0
72.0	368.0
73.0	134.0
74.0	71.0
75.0	62.0
76.0	243.0
77.0	169.0
78.0	264.0
79.0	356.0
80.0	256.0
81.0	175.0
82.0	82.0
83.0	456.0
84.0	98.0
85.0	102.0
86.0	358.0
87.0	418.0
88.0	220.0
89.0	110.0
90.0	86.0
91.0	76.0
92.0	453.0
93.0	77.0
94.0	165.0
95.0	376.0
96.0	152.0
97.0	78.0
98.0	324.0
99.0	90.0
