0.0	2069.0
1.0	882.0
2.0	768.0
3.0	296.0
4.0	439.0
5.0	1682.0
6.0	1696.0
7.0	1096.0
8.0	499.0
9.0	158.0
10.0	1113.0
11.0	2550.0
12.0	1205.0
13.0	610.0
14.0	224.0
15.0	323.0
16.0	118.0
17.0	764.0
18.0	1181.0
19.0	258.0
20.0	998.0
21.0	487.0
22.0	427.0
23.0	510.0
24.0	299.0
25.0	305.0
26.0	466.0
27.0	237.0
28.0	145.0
29.0	210.0
30.0	512.0
31.0	285.0
32.0	447.0
33.0	146.0
34.0	244.0
35.0	649.0
36.0	882.0
37.0	218.0
38.0	755.0
39.0	525.0
40.0	116.0
41.0	164.0
42.0	332.0
43.0	479.0
44.0	277.0
45.0	148.0
46.0	136.0
47.0	279.0
48.0	126.0
49.0	499.0
50.0	117.0
51.0	379.0
52.0	344.0
53.0	426.0
54.0	58.0
55.0	337.0
56.0	513.0
57.0	308.0
58.0	215.0
59.0	139.0
60.0	312.0
61.0	419.0
62.0	156.0
63.0	78.0
64.0	98.0
65.0	145.0
66.0	604.0
67.0	104.0
68.0	365.0
69.0	283.0
70.0	373.0
71.0	280.0
72.0	251.0
73.0	73.0
74.0	143.0
75.0	296.0
76.0	157.0
77.0	145.0
78.0	274.0
79.0	196.0
80.0	226.0
81.0	320.0
82.0	42.0
83.0	63.0
84.0	215.0
85.0	158.0
86.0	147.0
87.0	327.0
88.0	55.0
89.0	107.0
90.0	90.0
91.0	50.0
92.0	174.0
93.0	199.0
94.0	81.0
95.0	140.0
96.0	70.0
97.0	196.0
98.0	279.0
99.0	164.0
100.0	95.0
101.0	134.0
102.0	278.0
103.0	91.0
104.0	242.0
105.0	156.0
106.0	66.0
107.0	264.0
108.0	404.0
109.0	168.0
110.0	114.0
111.0	154.0
112.0	119.0
113.0	198.0
114.0	154.0
115.0	405.0
116.0	38.0
117.0	76.0
118.0	46.0
119.0	148.0
120.0	101.0
121.0	144.0
122.0	238.0
123.0	118.0
124.0	560.0
125.0	197.0
126.0	85.0
127.0	194.0
128.0	97.0
129.0	554.0
130.0	108.0
131.0	146.0
132.0	158.0
133.0	75.0
134.0	77.0
135.0	91.0
136.0	119.0
137.0	154.0
138.0	89.0
139.0	78.0
140.0	39.0
141.0	145.0
142.0	156.0
143.0	189.0
144.0	93.0
145.0	86.0
146.0	154.0
147.0	77.0
148.0	116.0
149.0	190.0
150.0	54.0
151.0	80.0
152.0	107.0
153.0	85.0
154.0	108.0
155.0	124.0
156.0	117.0
157.0	63.0
158.0	270.0
159.0	98.0
160.0	49.0
161.0	57.0
162.0	96.0
163.0	87.0
164.0	101.0
165.0	157.0
166.0	54.0
167.0	75.0
168.0	120.0
169.0	255.0
170.0	66.0
171.0	59.0
172.0	95.0
173.0	124.0
174.0	73.0
175.0	54.0
176.0	172.0
177.0	115.0
178.0	76.0
179.0	95.0
180.0	93.0
181.0	177.0
182.0	114.0
183.0	88.0
184.0	58.0
185.0	114.0
186.0	102.0
187.0	43.0
188.0	205.0
189.0	124.0
190.0	101.0
191.0	98.0
192.0	53.0
193.0	47.0
194.0	62.0
195.0	37.0
196.0	106.0
197.0	48.0
198.0	43.0
199.0	60.0
200.0	52.0
201.0	69.0
202.0	59.0
203.0	55.0
204.0	45.0
205.0	55.0
206.0	67.0
207.0	40.0
208.0	56.0
209.0	70.0
210.0	35.0
211.0	65.0
212.0	39.0
213.0	116.0
214.0	47.0
215.0	38.0
216.0	66.0
217.0	58.0
218.0	70.0
219.0	60.0
220.0	154.0
221.0	46.0
222.0	67.0
223.0	102.0
224.0	32.0
225.0	46.0
226.0	60.0
227.0	38.0
228.0	54.0
229.0	121.0
230.0	40.0
231.0	68.0
232.0	43.0
233.0	54.0
234.0	61.0
235.0	80.0
236.0	80.0
237.0	68.0
238.0	39.0
239.0	62.0
240.0	35.0
241.0	37.0
242.0	37.0
243.0	55.0
244.0	74.0
245.0	34.0
246.0	54.0
247.0	66.0
248.0	37.0
249.0	46.0
250.0	37.0
251.0	39.0
252.0	35.0
253.0	52.0
254.0	90.0
255.0	36.0
256.0	30.0
257.0	38.0
258.0	40.0
259.0	45.0
260.0	36.0
261.0	56.0
262.0	36.0
263.0	40.0
264.0	50.0
265.0	39.0
266.0	63.0
267.0	39.0
268.0	40.0
269.0	49.0
270.0	50.0
271.0	44.0
272.0	36.0
273.0	35.0
274.0	38.0
275.0	40.0
276.0	37.0
277.0	32.0
278.0	37.0
279.0	35.0
280.0	35.0
281.0	35.0
282.0	36.0
283.0	33.0
284.0	36.0
285.0	34.0
286.0	33.0
287.0	36.0
288.0	34.0
289.0	34.0
290.0	56.0
291.0	34.0
292.0	30.0
293.0	36.0
294.0	44.0
295.0	38.0
296.0	46.0
297.0	36.0
298.0	36.0
299.0	40.0
300.0	30.0
301.0	35.0
302.0	32.0
303.0	33.0
304.0	30.0
305.0	33.0
306.0	35.0
307.0	29.0
308.0	39.0
309.0	33.0
310.0	38.0
311.0	35.0
312.0	30.0
313.0	34.0
314.0	33.0
315.0	56.0
316.0	29.0
317.0	40.0
318.0	33.0
319.0	63.0
320.0	46.0
321.0	48.0
322.0	35.0
323.0	34.0
324.0	30.0
325.0	37.0
326.0	33.0
327.0	28.0
328.0	33.0
329.0	62.0
330.0	31.0
331.0	30.0
332.0	33.0
333.0	30.0
334.0	34.0
335.0	32.0
336.0	44.0
337.0	34.0
338.0	33.0
339.0	34.0
340.0	33.0
341.0	32.0
342.0	33.0
343.0	29.0
344.0	33.0
345.0	108.0
346.0	30.0
347.0	30.0
348.0	30.0
349.0	69.0
350.0	29.0
351.0	34.0
352.0	44.0
353.0	44.0
354.0	33.0
355.0	39.0
356.0	36.0
357.0	37.0
358.0	35.0
359.0	35.0
360.0	33.0
361.0	32.0
362.0	33.0
363.0	30.0
364.0	32.0
365.0	33.0
366.0	33.0
367.0	29.0
368.0	40.0
369.0	32.0
370.0	35.0
371.0	33.0
372.0	31.0
373.0	29.0
374.0	39.0
375.0	31.0
376.0	30.0
377.0	34.0
378.0	29.0
379.0	33.0
380.0	34.0
381.0	33.0
382.0	34.0
383.0	33.0
384.0	35.0
385.0	30.0
386.0	33.0
387.0	30.0
388.0	32.0
389.0	35.0
390.0	33.0
391.0	34.0
392.0	40.0
393.0	33.0
394.0	58.0
395.0	32.0
396.0	36.0
397.0	43.0
398.0	34.0
399.0	30.0
400.0	30.0
401.0	30.0
402.0	34.0
403.0	33.0
404.0	42.0
405.0	33.0
406.0	32.0
407.0	33.0
408.0	36.0
409.0	33.0
410.0	34.0
411.0	32.0
412.0	29.0
413.0	38.0
414.0	32.0
415.0	29.0
416.0	28.0
417.0	30.0
418.0	32.0
419.0	31.0
420.0	33.0
421.0	34.0
422.0	33.0
423.0	30.0
424.0	29.0
425.0	33.0
426.0	30.0
427.0	32.0
428.0	30.0
429.0	33.0
430.0	30.0
431.0	34.0
432.0	30.0
433.0	34.0
434.0	29.0
435.0	33.0
436.0	35.0
437.0	34.0
438.0	30.0
439.0	30.0
440.0	30.0
441.0	34.0
442.0	34.0
443.0	29.0
444.0	35.0
445.0	28.0
446.0	35.0
447.0	34.0
448.0	28.0
449.0	34.0
450.0	30.0
